86e395fd449fac16,", and redirect the other names to it",0,0,0,0,0,0
da2d01ad7a9e23fb,SineBot1 Please read the above comments.,0,0,0,0,0,0
44d17de5e7064a55,Thank you for your very good answer.  I just realized reading this that my own question was very stupid.  What I probably should be doing is doublechecking the names and adding appropriate redirects myself!  Thank you for doing this work.,0,0,0,0,0,0
681bceb39ce09938,"""  I think we need to ask who is likely to be visiting this disambiguation page. For some, it will be a matter of a typographical similarity and for some it will be seeking a different topic. But I believe for most it will be because, having encountered OpenOffice.org historically, they are researching the topic of either the word processors they used to know as OpenOffice.org or possibly the file formats they pioneered. Those people need to have a clear navigation path to the full family of articles which someone seeking """"OpenOffice.org"""" would now seek. For me, that means clear and co-located pointers to Apache OpenOffice and to LibreOffice (I'm not of the opinion NeoOffice matters much but I'm sure others will differ). As such the consensus page which has long been located here seems to me to be a great fit for the most likely use cases, and while I recognise your strength of feeling I don't believe the edits you are proposing make things better for many people. (By the way, life is complicated and I may not respond instantly to messages on WP at present, but I'm not ignoring you; sorry if you feel I am)   """,0,0,0,0,0,0
8432afd4ddd2e1be,"Orangemonster2k1|SVRTVDude]] (VT) 23:26, 30 April",0,0,0,0,0,0
d3a0a1157f141157,""" May 2009 (UTC)  ^^THANK GOD THERES SOMEBODY SANE ON WIKIPEDIA! Its stupid that they keep re-claffiying them as rock. I say they either go with Nu Metal or """"Korn Metal"""". Its not ROCK.75.139.103.133  01:37, 23""",0,0,0,0,0,0
41ddd7c3d2fbd0bf,"Incan writing?   Did the Incas have any writing method apart from the k'ipu? This website, http://www.anomalies-unlimited.com/Inca_Writing.html, alleges so. Do their claims have any merit?",0,0,0,0,0,0
4326a832db290d4b,""" Give it up, you're """"pissing in the wind"""" against """"established editors"""" with WP:OWN issues who will """"revert"""" you into oblivion... Not worth it.""",0,0,0,0,0,0
85b3b51797aa0a5d,"She did not die though, it's ok dont worry",0,0,0,0,0,0
db9b85d084ba0fd5,Fixed reference in the article.,0,0,0,0,0,0
f32bffaeb267a574,Removed idiotic criticism   You can write a virus in any language. Should we have a criticism section for assembly because viruses have been written using that language?71.232.157.145,1,0,0,0,0,0
c098d8c579383540,The weasel has ripped my flesh! rzz rzz! 66.244.69.1,0,0,0,0,0,0
